140	3	34
95	4	59
96	4	81
138	4	57
139	4	58
140	4	47
95	5	38
96	5	80
97	5	73
136	5	49
137	5	75
138	5	37
133	6	42
134	6	91
135	6	76
136	6	29
133	7	37
134	7	65
135	7	55
247	13	38
248	13	48
249	13	2
248	14	34
249	14	67
250	14	47
249	15	48
250	15	38
249	16	58
249	17	34
40	18	15
37	19	31
38	19	44
39	19	59
40	19	56
41	19	20
35	20	58
36	20	63
37	20	81
38	20	57
39	20	42
40	20	32
32	21	62
33	21	67
34	21	51
35	21	21
0	29	130
1	29	87
2	29	58
3	29	49
0	30	58
1	30	135
2	30	176
3	30	121
4	30	78
1	31	31
2	31	110
3	31	117
4	31	76
5	31	47
3	32	55
4	32	52
5	32	27
252	35	48
253	35	54
254	35	34
255	35	58
252	36	87
253	36	225
254	36	78
255	36	116
95	37	22
253	37	70
254	37	129
253	38	23
254	38	32
12	39	126
10	46	50
11	46	92
42	70	26
43	70	58
41	71	41
42	71	159
43	71	63
167	82	76
168	82	26
167	83	36
168	83	79
168	84	47
135	97	61
135	98	47
136	98	41
136	99	55
136	100	42
137	100	41
140	100	96
137	101	51
140	101	65
141	101	52
137	102	19
138	102	52
141	102	114
138	103	37
139	103	16
141	103	59
142	103	51
142	104	87
143	104	5
142	105	94
143	105	87
142	106	29
143	106	89
144	106	35
160	106	24
161	106	33
143	107	71
144	107	63
161	107	68
162	107	37
143	108	44
144	108	66
145	108	29
162	108	67
163	108	20
144	109	31
145	109	14
163	109	60
164	109	9
164	110	56
165	110	66
166	110	52
164	111	13
165	111	110
166	111	78
165	112	52
166	112	58
166	113	44
167	113	38
76	160	19
75	161	72
76	161	77
75	162	96
76	162	68
74	163	48
75	163	247
74	164	14
75	164	94
148	173	13
148	174	50
149	174	27
171	175	88
187	175	52
171	176	165
187	176	72
187	177	68
187	178	40
188	178	63
188	179	26
2	208	49
3	208	222
4	208	22
36	216	39
37	216	61
38	216	22
38	217	44
39	217	59
40	217	43
41	217	55
42	217	60
43	217	51
44	217	50
45	217	48
46	217	33
47	217	7
44	218	15
45	218	37
46	218	51
47	218	55
48	218	51
49	218	37
50	218	19
226	246	141
227	246	33
226	247	20
248	247	16
249	247	53
250	247	23
246	248	42
247	248	78
248	248	148
249	248	95
250	248	61
249	249	23
