240	11	1
240	12	38
239	13	54
238	14	61
239	14	34
237	15	43
238	15	41
236	16	39
237	16	70
236	17	60
235	18	60
33	20	39
33	21	57
34	21	58
231	21	63
34	22	40
35	22	63
231	22	100
36	23	61
37	23	40
37	24	48
38	24	59
187	24	44
39	25	43
187	25	69
186	26	74
187	26	50
186	27	63
186	28	41
145	64	129
146	64	119
40	65	27
143	65	92
144	65	171
145	65	142
39	66	35
40	66	64
140	66	50
141	66	84
142	66	145
143	66	148
144	66	45
40	67	86
140	67	69
141	67	95
142	67	86
40	68	69
140	68	38
141	68	56
147	68	36
148	68	37
40	69	62
41	69	58
146	69	30
147	69	74
148	69	28
41	70	12
145	70	17
146	70	74
200	77	41
200	78	56
199	79	59
37	80	83
199	80	62
37	81	62
37	82	62
196	82	70
197	82	40
37	83	10
38	83	55
194	83	55
195	83	61
38	84	64
139	84	56
188	84	10
189	84	16
190	84	56
191	84	51
192	84	84
193	84	46
38	85	53
39	85	37
139	85	78
184	85	40
185	85	58
186	85	53
187	85	57
188	85	54
189	85	42
190	85	43
38	86	15
39	86	62
185	86	49
39	87	51
39	88	46
40	88	31
40	89	27
178	90	58
178	91	48
178	92	56
179	92	25
178	93	19
179	93	64
180	99	115
180	100	70
180	101	32
181	101	79
181	102	106
182	102	125
183	102	64
182	103	61
183	103	119
36	125	18
37	125	45
85	142	29
86	142	60
87	142	30
85	143	33
86	143	60
87	143	43
86	144	23
142	145	51
143	145	76
144	145	83
145	145	67
255	145	31
142	146	23
254	146	20
255	146	53
254	147	58
253	148	71
251	149	57
252	149	167
253	149	106
251	150	87
252	150	81
250	151	47
251	151	59
249	152	24
250	152	69
251	152	20
249	153	52
250	153	44
248	154	29
249	154	41
247	155	25
248	155	43
245	156	32
246	156	43
247	156	49
244	157	33
245	157	54
246	157	56
247	157	27
243	158	22
244	158	16
245	158	26
246	158	29
134	175	33
135	176	66
135	177	33
136	177	64
136	178	77
137	178	55
137	179	71
138	179	42
137	180	33
112	190	51
113	190	62
112	191	54
113	191	83
114	191	106
115	191	68
116	191	8
112	192	7
113	192	42
114	192	62
115	192	100
116	192	122
117	192	158
118	192	51
117	193	52
118	193	101
119	193	120
56	208	4
57	208	183
56	209	57
57	209	155
58	209	67
57	210	9
32	216	48
33	216	96
32	217	44
33	217	139
0	219	64
0	220	84
1	220	19
1	221	97
1	222	70
2	222	73
2	223	72
3	223	39
3	224	81
3	225	63
4	225	116
4	226	94
5	226	54
4	227	7
5	227	76
6	227	22
5	228	54
6	228	70
6	229	74
7	229	65
6	230	51
7	230	58
8	230	53
7	231	55
8	231	62
8	232	50
9	232	48
82	234	34
82	235	75
18	248	40
18	249	96
18	250	68
152	255	47
153	255	41
