165	23	63
166	23	71
155	24	22
166	24	77
153	25	25
154	25	61
155	25	57
156	25	35
155	26	34
156	26	43
156	27	42
156	28	36
157	29	24
157	30	3
157	31	31
158	31	27
159	31	52
160	31	57
157	32	51
158	32	50
159	32	51
160	32	94
161	32	28
157	33	19
158	33	36
160	33	69
161	33	68
160	34	81
161	34	8
160	35	97
161	35	83
162	35	57
160	36	58
161	36	105
162	36	68
161	37	31
162	37	24
136	46	49
136	47	72
137	47	44
136	48	65
137	48	88
137	49	45
121	53	49
122	53	65
227	53	25
120	54	65
121	54	68
198	54	51
199	54	38
225	54	127
226	54	132
227	54	89
228	54	45
118	55	24
119	55	59
120	55	56
199	55	52
226	55	77
227	55	88
228	55	51
118	56	10
119	56	33
199	56	53
200	56	30
227	56	33
200	57	55
200	58	54
201	58	36
199	59	75
200	59	227
201	59	73
200	60	79
201	60	131
202	60	121
203	60	74
204	60	36
202	61	63
203	61	64
128	81	251
134	82	50
130	83	97
131	83	85
132	83	83
133	83	62
134	83	7
135	83	66
136	83	44
183	88	54
184	88	35
182	89	46
183	89	75
184	89	75
185	89	28
183	90	55
184	90	80
185	90	69
184	91	81
185	91	110
186	91	100
187	91	43
184	92	28
185	92	43
153	102	16
154	102	43
154	103	60
155	103	52
155	104	86
155	105	65
155	106	57
62	115	119
218	118	19
219	118	59
218	119	9
219	119	59
84	126	40
215	136	20
216	136	58
215	137	64
216	137	51
214	138	63
215	138	32
214	139	76
213	140	58
212	141	46
213	141	51
212	142	58
211	143	71
210	144	15
211	144	48
248	164	21
249	164	57
250	164	3
246	165	47
247	165	66
248	165	49
249	165	34
245	166	63
246	166	44
12	167	59
13	167	78
14	167	71
15	167	54
16	167	60
17	167	51
12	168	15
17	168	32
18	168	90
19	168	70
19	169	39
20	169	73
20	170	64
165	192	70
166	192	64
167	192	16
163	193	21
164	193	92
165	193	113
166	193	74
167	193	27
161	194	6
162	194	101
163	194	172
164	194	71
165	194	61
166	194	26
197	198	55
197	199	60
198	199	29
198	200	69
198	201	40
199	201	43
199	202	70
199	203	51
199	204	33
200	204	58
193	207	57
194	207	33
193	208	26
194	208	72
195	208	60
196	208	54
200	208	13
196	209	57
197	209	68
198	209	93
199	209	86
200	209	58
198	210	154
199	210	99
200	210	41
197	211	57
198	211	167
196	212	50
197	212	72
196	213	52
119	227	54
120	227	79
121	227	61
119	228	50
120	228	34
166	232	27
166	233	72
167	233	55
166	234	91
167	234	52
166	235	103
166	236	105
122	239	80
123	239	54
121	243	7
120	244	87
121	244	60
119	245	63
120	245	52
190	250	66
191	250	67
189	251	74
190	251	79
