20	0	60
21	0	46
21	1	39
22	1	73
23	2	55
24	2	55
32	8	39
30	9	111
31	9	114
32	9	149
32	10	74
32	11	68
33	11	10
50	14	75
166	18	38
167	18	11
166	19	36
53	27	67
109	29	338
110	29	28
109	30	71
110	30	251
110	31	359
110	32	215
111	32	133
110	33	47
111	33	290
111	34	336
112	34	63
111	35	153
112	35	252
111	36	42
112	36	351
113	36	30
112	37	292
113	37	170
112	38	118
113	38	333
114	38	4
112	39	18
113	39	292
114	39	66
112	40	1
113	40	166
114	40	185
115	40	3
113	41	61
114	41	266
115	41	34
113	42	5
114	42	247
115	42	134
116	42	3
113	43	3
114	43	142
115	43	285
116	43	27
113	44	1
114	44	51
115	44	305
116	44	114
117	44	2
114	45	6
115	45	230
116	45	220
117	45	7
114	46	4
115	46	96
116	46	269
117	46	64
247	46	30
248	46	58
249	46	25
115	47	44
116	47	232
117	47	155
118	47	3
248	47	45
249	47	62
250	47	70
251	47	40
116	48	156
117	48	257
118	48	82
251	48	22
116	49	94
117	49	201
118	49	121
119	49	51
116	50	75
117	50	152
118	50	163
119	50	98
120	50	35
116	51	61
117	51	122
118	51	170
119	51	115
120	51	78
116	52	34
117	52	91
118	52	154
119	52	143
120	52	100
121	52	50
117	53	87
118	53	132
119	53	166
120	53	120
121	53	77
117	54	73
118	54	111
119	54	148
120	54	130
121	54	93
122	54	49
117	55	52
118	55	99
119	55	128
120	55	141
121	55	104
122	55	60
118	56	89
119	56	115
120	56	128
121	56	112
122	56	68
118	57	46
119	57	90
120	57	99
121	57	80
122	57	59
119	58	47
120	58	62
121	58	53
163	96	22
164	96	63
164	97	33
165	97	50
165	98	63
80	99	24
166	99	62
79	100	49
80	100	42
166	100	25
167	100	55
78	101	26
79	101	80
167	101	59
78	102	200
79	102	48
78	103	44
9	106	56
9	107	65
9	108	63
9	109	65
8	110	52
9	110	67
8	111	55
9	111	27
8	112	79
9	112	25
11	112	49
12	112	52
8	113	64
11	113	67
12	113	88
13	113	57
8	114	45
11	114	56
12	114	80
13	114	70
12	115	56
13	115	31
138	119	162
139	119	30
138	120	43
26	128	36
26	129	80
26	130	55
26	131	85
25	132	37
26	132	47
25	133	62
26	133	9
177	133	50
178	133	33
179	133	33
25	134	54
177	134	72
178	134	68
179	134	69
25	135	56
24	136	37
25	136	81
24	137	45
25	137	39
24	138	57
24	139	53
23	140	19
24	140	39
135	140	66
24	141	9
135	141	101
135	142	74
45	160	71
45	161	112
45	162	79
45	163	72
46	163	35
45	164	41
46	164	5
163	172	28
164	172	18
164	173	51
164	174	36
165	174	59
98	175	98
99	175	89
165	175	43
166	175	42
99	176	33
166	176	54
167	176	27
167	177	60
167	178	27
168	178	55
168	179	73
169	179	69
169	180	33
49	216	48
50	216	33
50	217	71
51	217	76
52	217	64
53	217	52
53	218	66
54	218	50
238	218	50
239	218	23
237	219	3
238	219	77
237	220	45
238	220	19
236	221	26
237	221	60
236	222	67
253	222	52
254	222	47
220	223	31
235	223	55
253	223	55
254	223	48
220	224	49
221	224	66
234	224	32
253	224	73
254	224	32
221	225	16
222	225	61
223	225	6
253	225	71
223	226	73
224	226	47
117	227	55
118	227	42
224	227	44
118	228	37
119	228	64
120	228	62
121	228	41
121	229	25
98	246	39
99	246	15
98	247	107
99	247	55
125	253	60
126	253	76
127	253	79
128	253	57
121	254	6
122	254	56
123	254	90
124	254	149
125	254	176
126	254	153
127	254	122
128	254	79
129	254	37
118	255	163
119	255	280
120	255	328
121	255	336
122	255	363
123	255	359
124	255	301
125	255	229
126	255	178
127	255	118
128	255	79
129	255	31
