112	2	67
112	3	80
113	3	54
113	4	64
74	9	21
186	63	15
186	64	55
186	65	40
187	65	52
187	66	59
187	67	9
6	74	61
7	74	58
8	74	47
9	74	53
10	74	15
4	75	49
5	75	44
226	92	21
224	93	4
225	93	100
226	93	37
224	94	90
225	94	81
226	94	73
226	95	70
226	96	38
227	96	121
227	97	86
124	127	20
124	128	36
124	129	67
125	129	31
124	130	52
124	131	52
124	132	46
124	133	46
124	134	49
124	135	31
11	188	52
12	188	19
11	189	85
248	192	47
123	195	77
247	195	2201
54	218	22
55	218	59
56	218	36
56	219	137
57	219	82
58	219	56
82	230	148
208	251	165
209	251	87
210	251	75
211	251	21
