234	35	125
235	35	184
26	49	13
26	50	8
27	50	30
27	51	40
27	52	55
28	53	54
207	57	25
208	58	95
208	59	29
147	70	35
147	71	50
146	72	44
147	72	16
146	73	49
145	74	44
145	75	59
144	76	32
178	123	51
178	124	92
179	124	85
40	141	78
41	141	171
41	142	39
42	142	42
42	143	41
43	143	22
246	143	21
43	144	65
44	144	45
44	145	63
44	146	35
45	146	68
47	146	44
48	146	64
45	147	62
46	147	11
216	180	61
216	181	94
248	192	45
247	195	1585
111	217	101
112	217	31
111	218	24
86	248	56
87	248	100
88	248	16
87	249	36
88	249	54
89	249	61
90	249	59
91	249	68
