128	25	53
128	26	152
30	46	50
31	46	29
15	47	11
29	47	13
30	47	19
31	47	26
32	47	51
16	48	28
29	48	53
32	48	47
33	48	11
16	49	44
28	49	36
29	49	37
33	49	72
16	50	36
28	50	44
16	51	45
16	52	32
163	52	20
17	53	41
162	53	198
163	53	31
203	53	18
17	54	51
204	54	54
205	54	16
17	55	58
205	55	36
206	55	57
207	55	35
208	55	29
209	55	44
210	55	33
211	55	19
17	56	28
207	56	56
208	56	27
211	56	30
212	56	91
213	56	65
214	56	31
236	56	68
237	56	48
238	56	28
18	57	58
214	57	28
238	57	62
239	57	62
18	58	44
19	58	26
19	59	33
113	152	77
114	152	54
115	152	45
116	152	83
113	153	12
114	153	118
115	153	165
115	154	49
164	165	30
165	165	47
163	166	184
164	166	812
165	166	415
164	167	18
248	192	60
247	195	1989
189	222	66
190	222	44
4	228	73
5	228	111
