213	128	24
214	128	72
214	129	38
215	129	39
215	130	58
215	131	61
216	131	27
129	146	95
129	147	53
19	152	145
19	153	210
20	153	106
19	154	43
20	154	30
21	154	58
22	154	56
23	154	49
24	155	50
25	155	15
25	156	71
25	157	54
26	158	62
27	158	46
28	159	38
29	159	48
30	160	58
30	161	24
31	161	33
31	162	35
32	162	38
33	163	41
34	163	47
35	163	17
35	164	78
36	165	60
35	166	49
36	166	43
34	167	40
35	167	26
248	192	8
247	195	2637
68	201	40
69	201	111
189	203	63
187	204	37
188	204	88
187	205	53
186	206	59
186	207	42
186	208	32
185	209	47
185	210	38
185	211	33
185	212	50
185	213	126
185	214	44
186	214	14
185	215	31
184	216	49
185	216	46
183	217	76
184	217	216
183	218	152
184	218	54
