235	81	39
235	82	68
236	82	38
236	83	71
236	84	3
5	104	17
248	126	5
180	142	69
243	158	25
243	159	13
39	167	92
39	168	29
58	168	19
59	168	28
57	169	47
58	169	106
59	169	6
185	209	49
186	209	36
185	210	22
186	210	34
187	210	48
188	210	26
189	210	30
190	210	37
191	210	31
192	211	33
193	211	37
194	212	43
195	213	35
195	214	30
196	214	16
196	215	28
196	216	34
196	217	26
196	218	29
196	219	21
196	220	26
196	221	36
196	222	32
196	223	24
195	224	12
196	224	8
195	225	28
204	228	35
204	229	41
208	229	14
209	229	37
210	229	13
203	230	24
204	230	33
207	230	44
208	230	27
203	231	39
205	231	42
206	231	33
