1	33	169
2	33	29
3	33	54
2	34	70
3	34	78
2	35	45
228	55	12
243	62	155
58	69	20
59	69	25
250	70	13
255	88	110
250	89	11
251	89	41
251	90	56
251	91	49
110	121	15
110	122	28
110	123	27
110	124	41
110	125	21
109	126	27
109	127	35
109	128	22
109	129	17
110	129	35
110	130	26
110	131	30
99	132	11
100	132	10
109	132	9
110	132	34
100	133	35
101	133	23
109	133	37
101	134	35
102	134	34
108	134	32
102	135	33
103	135	39
104	135	41
105	135	33
106	135	36
107	135	26
167	151	66
250	151	1336
167	152	27
193	155	38
194	155	38
195	155	33
196	155	46
197	155	29
232	156	184
250	161	486
253	165	74
190	217	10
