82	28	72
83	28	51
82	29	62
83	29	50
209	61	30
209	62	29
210	62	52
211	62	38
212	62	36
243	62	10
3	63	28
212	63	27
255	88	326
101	98	34
102	98	44
100	99	30
101	99	30
99	100	35
100	100	40
97	101	20
98	101	41
99	101	17
97	102	21
117	102	32
118	102	38
119	102	42
120	103	45
121	104	31
74	105	45
75	105	42
76	105	41
246	112	29
247	113	33
247	114	19
248	114	24
248	115	28
249	115	21
249	116	30
250	116	14
250	117	31
251	117	11
251	118	30
252	118	9
252	119	25
255	144	613
56	150	11
56	151	34
250	151	664
55	152	18
56	152	47
60	152	25
254	152	370
56	153	25
57	153	42
58	153	33
59	153	52
60	153	131
60	154	44
249	154	70
232	156	23
254	163	576
253	165	641
235	191	40
235	192	82
7	204	60
8	204	73
8	205	56
9	205	26
111	234	58
111	235	43
111	236	49
111	237	23
90	247	37
7	252	27
7	253	42
7	254	33
7	255	47
