206	20	31
207	20	35
245	46	79
245	47	92
246	47	4
245	48	53
243	49	87
244	49	41
245	49	36
243	50	22
244	50	51
245	50	12
243	62	83
250	68	7
252	76	8
239	78	53
248	83	38
139	113	41
139	114	23
202	137	29
203	137	7
202	138	32
203	138	44
202	139	30
203	139	48
203	140	39
203	141	32
180	142	289
203	142	27
203	143	44
203	144	33
255	144	1127
203	145	42
203	146	1
204	146	29
204	147	38
204	148	1
205	148	54
206	148	36
205	149	21
206	149	94
250	151	621
254	152	527
232	156	144
254	163	45
74	225	20
41	228	28
41	229	61
41	230	4
42	230	29
42	231	38
130	237	1
99	238	33
100	238	32
130	238	8
131	238	37
99	239	57
100	239	25
131	239	21
132	239	32
132	240	17
133	240	37
133	241	19
134	241	41
134	242	30
135	242	23
135	243	23
136	243	27
136	244	19
