243	62	63
254	70	152
255	80	314
255	88	286
247	133	56
246	134	35
247	134	38
246	135	24
202	140	66
235	141	25
236	141	30
237	141	21
235	142	34
237	142	25
238	142	27
234	143	31
235	143	2
239	143	31
234	144	29
239	144	11
240	144	24
240	145	40
240	146	32
240	147	28
240	148	27
240	149	31
241	150	32
250	151	1027
254	152	1303
250	161	128
39	168	15
40	168	16
40	169	29
108	169	15
40	170	28
41	170	16
108	170	23
108	171	33
108	172	26
108	173	35
109	174	22
109	175	33
109	176	25
109	177	27
109	178	30
109	179	19
110	179	10
110	180	31
110	181	26
41	215	40
40	216	29
40	217	57
2	231	39
3	231	96
2	232	34
3	232	33
45	244	26
