108	118	37
109	118	28
109	119	49
109	120	10
110	120	23
110	121	51
110	122	41
110	123	41
110	124	22
111	124	50
111	125	45
111	126	28
112	126	32
112	127	39
113	127	37
114	128	42
115	128	33
115	129	12
116	129	39
116	130	47
9	143	162
9	144	71
132	154	78
132	155	72
133	155	50
133	156	37
134	156	41
134	157	39
135	157	83
135	158	31
136	158	65
136	159	16
137	159	52
137	160	43
137	161	54
248	192	65
247	195	4173
158	248	54
159	248	7
156	249	73
157	249	72
155	250	50
156	250	30
112	254	9
112	255	39
113	255	110
114	255	58
