194	8	68
195	8	115
195	9	31
86	88	100
86	89	123
187	97	43
187	98	62
47	133	39
48	134	44
49	134	55
50	135	42
51	135	39
52	136	52
53	136	52
54	136	73
55	137	35
56	137	41
57	137	34
57	138	3
58	138	41
59	138	43
60	139	57
61	139	12
61	140	49
62	140	32
63	141	64
64	141	41
64	142	24
65	142	40
66	143	38
67	143	37
160	143	46
161	143	94
68	144	43
69	144	4
160	144	72
69	145	50
70	145	13
70	146	44
71	147	49
72	148	35
72	149	38
73	150	52
74	151	46
74	152	18
75	152	31
75	153	42
76	153	37
75	154	46
76	154	179
77	155	70
78	156	38
78	157	29
79	157	43
79	158	19
80	158	15
80	159	19
81	159	76
81	160	230
82	160	41
83	161	32
84	161	50
85	162	60
86	162	32
87	163	42
88	163	34
89	164	50
90	164	32
91	165	36
92	165	51
93	166	48
94	166	44
95	167	45
96	167	18
96	168	32
97	168	44
98	169	51
104	169	30
105	169	38
106	169	50
107	169	48
108	169	64
109	169	40
110	169	92
111	169	37
112	169	40
102	170	42
103	170	33
104	170	17
109	170	27
110	170	231
111	170	5
110	171	49
111	171	57
64	188	36
248	192	97
247	195	4724
220	208	35
220	209	20
