7	56	28
7	57	61
7	58	74
20	84	52
21	84	4
20	85	23
21	85	60
21	86	41
88	104	22
88	105	39
89	105	29
89	106	25
90	106	17
4	109	38
4	110	72
3	111	28
4	111	60
252	156	2
109	179	25
110	179	31
108	180	32
109	180	11
107	181	22
108	181	21
106	182	18
107	182	37
106	183	88
107	183	30
106	184	31
106	185	27
104	186	31
105	186	35
101	187	18
102	187	71
103	187	31
100	188	32
101	188	57
100	189	41
99	190	9
100	190	37
100	191	40
100	192	37
100	193	38
66	199	35
67	199	47
66	200	22
67	200	24
92	236	12
93	236	73
94	236	102
23	251	27
23	252	28
24	252	53
24	253	44
25	253	98
24	254	52
25	254	34
